,CHR_PCODE,CHR_SYS_SAMPLE_CDE,CHR_SAMPLE_DEL_GRP,CHR_LAB_ANAL_METHOD_NAME,CHR_ANALYSIS_DATE,CHR_TEST_TYPE,CHR_LAB_MATRIX_CDE,CHR_DILUTION_FACTOR,CHR_PREP_METHOD,CHR_PREP_DATE,CHR_LAB_NAME_CDE,CHR_QC_LEVEL,CHR_LAB_SAMPLE_ID,CHR_SUBSAMPLE_AMT,CHR_SUBSAMPLE_AMT_UNIT,CHR_FINAL_VOLUME,CHR_FINAL_VOLUME_UNIT,CHR_CAS_RN,CHR_RESULT_VALUE,CHR_RESULT_TYPE_CDE,CHR_REPORTABLE_RESULT,CHR_DETECT_FLAG,CHR_QLFR_SRC,CHR_LAB_QUAL,CHR_VALIDATED_YN,CHR_VALIDATION_DATE,CHR_VALIDATOR_QUAL,CHR_VALIDATOR_QUAL_EXPLN,CHR_METHOD_DETECT_LIMIT,CHR_REPORTING_DETECT_LIMIT,CHR_QUANTITATION_LIMIT,CHR_DETECTION_LIMIT_UNIT,CHR_RESULT_COMMENT,CHR_QC_ORIG_CONC,CHR_QC_SPIKE_ADDED,CHR_QC_SPIKE_MEASURED,CHR_QC_SPIKE_RECOVERY,CHR_QC_DUP_ORIG_CONC,CHR_QC_DUP_SPIKE_ADDED,CHR_QC_DUP_SPIKE_MEASURED,CHR_QC_DUP_SPIKE_RECOVERY,CHR_QC_RPD,CHR_QC_SPIKE_LCL,CHR_QC_SPIKE_UCL,CHR_QC_RPD_CL,CHR_QC_SPIKE_STATUS,CHR_QC_DUP_SPIKE_STATUS,CHR_QC_RPD_STATUS
2285,31,13-SAW-1.11-09282021-W,R2110176,SM10200H,10/14/2021 9:30,initial,WS,4,METHOD,9/30/2021 7:50,ALSRNY,quant,R2110176-001,1000,mL,1000,mL,479-61-8,6.36,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2286,66,13-SAW-1.11-09282021-W,R2110176,SM2340B,10/5/2021 0:47,initial,WS,1,,10/4/2021 0:00,ALSRNY,quant,R2110176-001,0,mL,NA,,HARD,205,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2287,100,13-SAW-1.11-09282021-W,R2110176,Calculation,9/29/2021 21:31,initial,WS,1,,,ALSRNY,quant,R2110176-001,0,mL,NA,,14797-55-8,0.859,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2288,101,13-SAW-1.11-09282021-W,R2110176,E353.2,10/12/2021 20:30,initial,WS,1,,,ALSRNY,quant,R2110176-001,10,mL,10,mL,NO3NO2N,0.881,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2289,102,13-SAW-1.11-09282021-W,R2110176,E353.2,9/29/2021 21:31,initial,WS,1,,,ALSRNY,quant,R2110176-001,10,mL,10,mL,14797-65-0,0.022,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.007,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2290,103,13-SAW-1.11-09282021-W,R2110176,Calculation,10/20/2021 11:36,initial,WS,1,,10/19/2021 0:00,ALSRNY,quant,R2110176-001,0,mL,NA,,7727-37-9,1.42,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2291,99,13-SAW-1.11-09282021-W,R2110176,E351.2,10/20/2021 11:36,initial,WS,1,METHOD,10/19/2021 15:02,ALSRNY,quant,R2110176-001,20,mL,20,mL,KN,0.54,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2292,121,13-SAW-1.11-09282021-W,R2110176,E365.1,10/14/2021 18:51,initial,WS,1,METHOD,10/13/2021 12:22,ALSRNY,quant,R2110176-001,20,mL,20,mL,7723-14-0,0.0924,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2293,162,13-SAW-1.11-09282021-W,R2110176,E180.1,9/29/2021 22:00,initial,WS,1,,,ALSRNY,quant,R2110176-001,NA,,NA,,TURB,6.7,TRG,Yes,Y,AE,0,Y,4/7/2022,J,estimated value due to Equipment Blank error,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2294,6,13-SAW-0.2-09282021-W,R2110176,SM 2320 B,10/5/2021 21:51,initial,WS,1,,,ALSRNY,quant,R2110176-002,0,mL,NA,,ALK,141,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2295,98,13-SAW-0.2-09282021-W,R2110176,E350.1,10/12/2021 22:10,initial,WS,1,,,ALSRNY,quant,R2110176-002,10,mL,10,mL,7664-41-7,0.085,TRG,Yes,Y,AE,0,Y,4/7/2022,T,low confidence in value due to Equipment Blank error,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2296,27,13-SAW-0.2-09282021-W,R2110176,E300.0,10/4/2021 11:03,initial,WS,40,,,ALSRNY,quant,R2110176-002,10,mL,10,mL,16887-00-6,162,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.7,NA,8,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2297,31,13-SAW-0.2-09282021-W,R2110176,SM10200H,10/14/2021 9:30,initial,WS,10,METHOD,9/30/2021 7:50,ALSRNY,quant,R2110176-002,1015,mL,1015,mL,479-61-8,3.93,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.39,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2298,66,13-SAW-0.2-09282021-W,R2110176,SM2340B,10/5/2021 1:02,initial,WS,1,,10/4/2021 0:00,ALSRNY,quant,R2110176-002,0,mL,NA,,HARD,199,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2299,100,13-SAW-0.2-09282021-W,R2110176,Calculation,9/29/2021 21:33,initial,WS,1,,,ALSRNY,quant,R2110176-002,0,mL,NA,,14797-55-8,0.895,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2300,101,13-SAW-0.2-09282021-W,R2110176,E353.2,10/12/2021 20:31,initial,WS,1,,,ALSRNY,quant,R2110176-002,10,mL,10,mL,NO3NO2N,0.911,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2301,102,13-SAW-0.2-09282021-W,R2110176,E353.2,9/29/2021 21:33,initial,WS,1,,,ALSRNY,quant,R2110176-002,10,mL,10,mL,14797-65-0,0.017,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.007,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2302,103,13-SAW-0.2-09282021-W,R2110176,Calculation,10/20/2021 11:37,initial,WS,1,,10/19/2021 0:00,ALSRNY,quant,R2110176-002,0,mL,NA,,7727-37-9,1.48,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2303,99,13-SAW-0.2-09282021-W,R2110176,E351.2,10/20/2021 11:37,initial,WS,1,METHOD,10/19/2021 15:02,ALSRNY,quant,R2110176-002,20,mL,20,mL,KN,0.57,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2304,121,13-SAW-0.2-09282021-W,R2110176,E365.1,10/14/2021 18:52,initial,WS,1,METHOD,10/13/2021 12:22,ALSRNY,quant,R2110176-002,20,mL,20,mL,7723-14-0,0.0766,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2305,162,13-SAW-0.2-09282021-W,R2110176,E180.1,9/29/2021 22:00,initial,WS,1,,,ALSRNY,quant,R2110176-002,NA,,NA,,TURB,5.2,TRG,Yes,Y,AE,0,Y,4/7/2022,T,low confidence in value due to Equipment Blank error,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2306,6,13-SAW-4.8-09282021-W,R2110176,SM 2320 B,10/5/2021 21:58,initial,WS,1,,,ALSRNY,quant,R2110176-003,0,mL,NA,,ALK,148,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2307,98,13-SAW-4.8-09282021-W,R2110176,E350.1,10/12/2021 22:11,initial,WS,1,,,ALSRNY,quant,R2110176-003,10,mL,10,mL,7664-41-7,0.089,TRG,Yes,Y,AE,0,Y,4/7/2022,T,low confidence in value due to Equipment Blank error,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2308,27,13-SAW-4.8-09282021-W,R2110176,E300.0,10/4/2021 11:24,initial,WS,20,,,ALSRNY,quant,R2110176-003,10,mL,10,mL,16887-00-6,157,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.9,NA,4,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2309,31,13-SAW-4.8-09282021-W,R2110176,SM10200H,10/14/2021 9:30,initial,WS,1,METHOD,9/30/2021 7:50,ALSRNY,quant,R2110176-003,992,mL,992,mL,479-61-8,1.46,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.04,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2310,66,13-SAW-4.8-09282021-W,R2110176,SM2340B,10/5/2021 1:05,initial,WS,1,,10/4/2021 0:00,ALSRNY,quant,R2110176-003,0,mL,NA,,HARD,208,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2311,100,13-SAW-4.8-09282021-W,R2110176,Calculation,9/29/2021 21:33,initial,WS,1,,,ALSRNY,quant,R2110176-003,0,mL,NA,,14797-55-8,0.748,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2312,101,13-SAW-4.8-09282021-W,R2110176,E353.2,10/12/2021 20:32,initial,WS,1,,,ALSRNY,quant,R2110176-003,10,mL,10,mL,NO3NO2N,0.761,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2313,102,13-SAW-4.8-09282021-W,R2110176,E353.2,9/29/2021 21:33,initial,WS,1,,,ALSRNY,quant,R2110176-003,10,mL,10,mL,14797-65-0,0.013,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.007,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2314,103,13-SAW-4.8-09282021-W,R2110176,Calculation,10/20/2021 11:38,initial,WS,1,,10/19/2021 0:00,ALSRNY,quant,R2110176-003,0,mL,NA,,7727-37-9,1.09,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2315,99,13-SAW-4.8-09282021-W,R2110176,E351.2,10/20/2021 11:38,initial,WS,1,METHOD,10/19/2021 15:02,ALSRNY,quant,R2110176-003,20,mL,20,mL,KN,0.33,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2316,121,13-SAW-4.8-09282021-W,R2110176,E365.1,10/14/2021 18:53,initial,WS,1,METHOD,10/13/2021 12:22,ALSRNY,quant,R2110176-003,20,mL,20,mL,7723-14-0,0.0482,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2317,162,13-SAW-4.8-09282021-W,R2110176,E180.1,9/29/2021 22:00,initial,WS,1,,,ALSRNY,quant,R2110176-003,NA,,NA,,TURB,1.3,TRG,Yes,Y,AE,0,Y,4/7/2022,R,Equipment Blank error,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2318,6,13-SAW-0.2-09282021-W-EB,R2110176,SM 2320 B,10/5/2021 22:02,initial,WS,1,,,ALSRNY,quant,R2110176-004,0,mL,NA,,ALK,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,1.8,1.8,2,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2319,98,13-SAW-0.2-09282021-W-EB,R2110176,E350.1,10/12/2021 22:12,initial,WS,1,,,ALSRNY,quant,R2110176-004,10,mL,10,mL,7664-41-7,0.027,TRG,Yes,Y,AE,0,NA,NA,0,NA,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2320,27,13-SAW-0.2-09282021-W-EB,R2110176,E300.0,10/2/2021 9:37,initial,WS,10,,,ALSRNY,quant,R2110176-004,10,mL,10,mL,16887-00-6,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.5,0.5,2,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2321,31,13-SAW-0.2-09282021-W-EB,R2110176,SM10200H,10/14/2021 9:30,initial,WS,1,METHOD,9/30/2021 7:50,ALSRNY,quant,R2110176-004,1030,mL,1030,mL,479-61-8,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,0.039,0.039,ug/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2322,66,13-SAW-0.2-09282021-W-EB,R2110176,SM2340B,10/5/2021 1:09,initial,WS,1,,10/4/2021 0:00,ALSRNY,quant,R2110176-004,0,mL,NA,,HARD,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,6.62,6.62,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2323,100,13-SAW-0.2-09282021-W-EB,R2110176,Calculation,9/29/2021 21:34,initial,WS,1,,,ALSRNY,quant,R2110176-004,0,mL,NA,,14797-55-8,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,0.01,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2324,101,13-SAW-0.2-09282021-W-EB,R2110176,E353.2,10/12/2021 20:34,initial,WS,1,,,ALSRNY,quant,R2110176-004,10,mL,10,mL,NO3NO2N,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.0015,0.0015,0.002,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2325,102,13-SAW-0.2-09282021-W-EB,R2110176,E353.2,9/29/2021 21:34,initial,WS,1,,,ALSRNY,quant,R2110176-004,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2326,103,13-SAW-0.2-09282021-W-EB,R2110176,Calculation,10/20/2021 11:43,initial,WS,1,,10/19/2021 0:00,ALSRNY,quant,R2110176-004,0,mL,NA,,7727-37-9,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,NA,0.1,0.1,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2327,99,13-SAW-0.2-09282021-W-EB,R2110176,E351.2,10/20/2021 11:43,initial,WS,1,METHOD,10/19/2021 15:02,ALSRNY,quant,R2110176-004,20,mL,20,mL,KN,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.1,0.1,0.1,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2328,121,13-SAW-0.2-09282021-W-EB,R2110176,E365.1,10/14/2021 18:54,initial,WS,1,METHOD,10/13/2021 12:22,ALSRNY,quant,R2110176-004,20,mL,20,mL,7723-14-0,NA,TRG,Yes,N,AE,U,NA,NA,0,NA,0.0036,0.0036,0.005,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2329,162,13-SAW-0.2-09282021-W-EB,R2110176,E180.1,9/29/2021 22:00,initial,WS,1,,,ALSRNY,quant,R2110176-004,NA,,NA,,TURB,1.3,TRG,Yes,Y,AE,0,NA,NA,0,NA,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2330,6,13-SAW-18.4-09282021-W,R2110176,SM 2320 B,10/5/2021 22:08,initial,WS,1,,,ALSRNY,quant,R2110176-005,0,mL,NA,,ALK,135,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2331,98,13-SAW-18.4-09282021-W,R2110176,E350.1,10/12/2021 22:14,initial,WS,1,,,ALSRNY,quant,R2110176-005,10,mL,10,mL,7664-41-7,0.037,TRG,Yes,Y,AE,0,Y,4/7/2022,R,Equipment Blank error,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2332,27,13-SAW-18.4-09282021-W,R2110176,E300.0,10/4/2021 11:31,initial,WS,20,,,ALSRNY,quant,R2110176-005,10,mL,10,mL,16887-00-6,114,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.9,NA,4,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2333,31,13-SAW-18.4-09282021-W,R2110176,SM10200H,10/14/2021 9:30,initial,WS,4,METHOD,9/30/2021 7:50,ALSRNY,quant,R2110176-005,1070,mL,1070,mL,479-61-8,2.56,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.15,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2334,66,13-SAW-18.4-09282021-W,R2110176,SM2340B,10/5/2021 1:18,initial,WS,1,,10/4/2021 0:00,ALSRNY,quant,R2110176-005,0,mL,NA,,HARD,184,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2335,100,13-SAW-18.4-09282021-W,R2110176,Calculation,9/29/2021 21:35,initial,WS,1,,,ALSRNY,quant,R2110176-005,0,mL,NA,,14797-55-8,0.93,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2336,101,13-SAW-18.4-09282021-W,R2110176,E353.2,10/12/2021 20:35,initial,WS,1,,,ALSRNY,quant,R2110176-005,10,mL,10,mL,NO3NO2N,0.93,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2337,102,13-SAW-18.4-09282021-W,R2110176,E353.2,9/29/2021 21:35,initial,WS,1,,,ALSRNY,quant,R2110176-005,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,Y,4/7/2022,U,Analyte was analyzed for but not detected,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2338,103,13-SAW-18.4-09282021-W,R2110176,Calculation,10/20/2021 11:39,initial,WS,1,,10/19/2021 0:00,ALSRNY,quant,R2110176-005,0,mL,NA,,7727-37-9,1.21,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2339,99,13-SAW-18.4-09282021-W,R2110176,E351.2,10/20/2021 11:39,initial,WS,1,METHOD,10/19/2021 15:02,ALSRNY,quant,R2110176-005,20,mL,20,mL,KN,0.28,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2340,121,13-SAW-18.4-09282021-W,R2110176,E365.1,10/14/2021 18:57,initial,WS,1,METHOD,10/13/2021 12:22,ALSRNY,quant,R2110176-005,20,mL,20,mL,7723-14-0,0.0292,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2341,162,13-SAW-18.4-09282021-W,R2110176,E180.1,9/29/2021 22:00,initial,WS,1,,,ALSRNY,quant,R2110176-005,NA,,NA,,TURB,1.6,TRG,Yes,Y,AE,0,Y,4/7/2022,R,Equipment Blank error,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2342,6,13-SAW-10.8-09282021-W,R2110176,SM 2320 B,10/5/2021 22:14,initial,WS,1,,,ALSRNY,quant,R2110176-006,0,mL,NA,,ALK,178,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2343,98,13-SAW-10.8-09282021-W,R2110176,E350.1,10/15/2021 19:24,initial,WS,1,,,ALSRNY,quant,R2110176-006,10,mL,10,mL,7664-41-7,0.109,TRG,Yes,Y,AE,0,Y,4/7/2022,T,low confidence in value due to Equipment Blank error,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2344,27,13-SAW-10.8-09282021-W,R2110176,E300.0,10/4/2021 11:38,initial,WS,40,,,ALSRNY,quant,R2110176-006,10,mL,10,mL,16887-00-6,181,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.7,NA,8,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2345,31,13-SAW-10.8-09282021-W,R2110176,SM10200H,10/14/2021 9:30,initial,WS,4,METHOD,9/30/2021 7:50,ALSRNY,quant,R2110176-006,1010,mL,1010,mL,479-61-8,1.19,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.16,ug/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2346,66,13-SAW-10.8-09282021-W,R2110176,SM2340B,10/5/2021 1:21,initial,WS,1,,10/4/2021 0:00,ALSRNY,quant,R2110176-006,0,mL,NA,,HARD,263,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,6.62,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2347,100,13-SAW-10.8-09282021-W,R2110176,Calculation,9/29/2021 21:35,initial,WS,1,,,ALSRNY,quant,R2110176-006,0,mL,NA,,14797-55-8,0.88,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2348,101,13-SAW-10.8-09282021-W,R2110176,E353.2,10/12/2021 20:42,initial,WS,1,,,ALSRNY,quant,R2110176-006,10,mL,10,mL,NO3NO2N,0.88,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0015,NA,0.002,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2349,102,13-SAW-10.8-09282021-W,R2110176,E353.2,9/29/2021 21:35,initial,WS,1,,,ALSRNY,quant,R2110176-006,10,mL,10,mL,14797-65-0,NA,TRG,Yes,N,AE,U,Y,4/7/2022,U,Analyte was analyzed for but not detected,0.007,0.007,0.01,mg/l,not detected,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2350,103,13-SAW-10.8-09282021-W,R2110176,Calculation,10/20/2021 11:44,initial,WS,1,,10/19/2021 0:00,ALSRNY,quant,R2110176-006,0,mL,NA,,7727-37-9,1.3,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,NA,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2351,99,13-SAW-10.8-09282021-W,R2110176,E351.2,10/20/2021 11:44,initial,WS,1,METHOD,10/19/2021 15:02,ALSRNY,quant,R2110176-006,20,mL,20,mL,KN,0.42,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.1,NA,0.1,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2352,121,13-SAW-10.8-09282021-W,R2110176,E365.1,10/14/2021 18:58,initial,WS,1,METHOD,10/13/2021 12:22,ALSRNY,quant,R2110176-006,20,mL,20,mL,7723-14-0,0.05,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,0.0036,NA,0.005,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2353,162,13-SAW-10.8-09282021-W,R2110176,E180.1,9/29/2021 22:00,initial,WS,1,,,ALSRNY,quant,R2110176-006,NA,,NA,,TURB,3.2,TRG,Yes,Y,AE,0,Y,4/7/2022,R,Equipment Blank error,0.06,NA,1,ntu,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2354,6,13-SAW-7.9-09282021-W,R2110176,SM 2320 B,10/5/2021 22:21,initial,WS,1,,,ALSRNY,quant,R2110176-007,0,mL,NA,,ALK,174,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.8,NA,2,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2355,98,13-SAW-7.9-09282021-W,R2110176,E350.1,10/15/2021 19:25,initial,WS,1,,,ALSRNY,quant,R2110176-007,10,mL,10,mL,7664-41-7,0.053,TRG,Yes,Y,AE,0,Y,4/7/2022,R,Equipment Blank error,0.003,NA,0.01,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
2356,27,13-SAW-7.9-09282021-W,R2110176,E300.0,10/4/2021 11:45,initial,WS,40,,,ALSRNY,quant,R2110176-007,10,mL,10,mL,16887-00-6,170,TRG,Yes,Y,AE,0,Y,4/7/2022,A,,1.7,NA,8,mg/l,,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,,,NA
